Agg Node,State,Hours,Bandwidth (Mbps),98th-%ile Payload (Mbps),*Spurious Capacity Provided,Total BW Limited Hours,BW Limited Days,Total Statistical Clipping Hours,Statistical Clipping Days,Likely Also RAN Limited,Congestion Model Fit,Model Congestion of Interest,Rank,Node ,Unknown
BWBU0X1,NSW,549,123,122.83,,113,21,115,21,No,Good,Moderate,910,BWBUEM1,0.007943965
BPQM0T1,QLD,197,9997,136.82,,0,0,7,2,No,Moderate,Moderate,911,BPQMCM1,0.007927571
WNOB0X1,QLD,528,165,153.31,,1,0,65,20,Yes,Good,Moderate,912,WNOBFM1,0.007925846
BEEE0X1,QLD,529,127,63.1,,0,0,19,6,No,Moderate,Moderate,913,BEEEFM0,0.007910843
LCDN0T1,TAS,564,10000,230.34,,0,0,21,7,No,Moderate,Moderate,914,LCDNCM1,0.007888702
BCWD0T1,WA,567,10000,310.2,,0,0,35,6,No,Good,Moderate,915,BCWDCM1,0.007883593
FASH0X1,SA,529,123,94.23,,0,0,17,4,No,Good,Moderate,916,FASHEM1,0.007879935
WDZZ0T1,VIC,564,10000,309.33,,0,0,20,5,Yes,Good,Moderate,917,WDZZCM1,0.007876162
LPEW0T1,NSW,564,10000,119.2,,0,0,15,5,No,Moderate,Moderate,918,LPEWCM1,0.007875624
YOWN0X1,SA,533,123,81.53,,0,0,23,5,No,Good,Moderate,919,YOWNEM1,0.007875068
DRXO0X1,VIC,554,39,38.99,,105,10,105,10,No,Moderate,Moderate,920,DRXOFM1,0.007867803
MBKE0X1,WA,529,257,145.54,,0,0,14,4,No,Moderate,Moderate,921,MBKEEM1,0.007861259
TNKU0X1,WA,530,39,36.11,,4,1,23,6,No,Moderate,Moderate,922,TNKUFM1,0.007861239
DEXK0T1,NSW,564,9990,123.53,,0,0,24,5,No,Poor,Moderate,923,DEXKCM2,0.007856864
HVLI0X1,VIC,557,127,67.55,,0,0,16,4,No,Moderate,Moderate,924,HVLIFM1,0.007852963
AKRD0T1,NSW,564,10000,99.06,,0,0,22,7,No,Good,Moderate,925,AKRDCM1,0.007839826
TGOY0X1,QLD,528,39,38.97,,127,18,129,18,No,Good,Moderate,926,TGOYFM1,0.007838949
NPGJ0X1,WA,552,39,32.74,,0,0,23,6,No,Good,Moderate,927,NPGJFM1,0.007832251
LIAL0X1,TAS,551,39,7.28,,0,0,15,2,No,Moderate,Moderate,928,LIALEU0,0.007821617
TYDD0X1,VIC,559,81,26.29,,0,0,17,6,No,Moderate,Moderate,929,TYDDFM1,0.007816492
KUOR0T1,NT,565,81,25.86,,0,0,17,5,No,Moderate,Moderate,930,KUORFU0,0.007810379
HOXT0T1,QLD,566,81,6.63,,0,0,21,6,No,Moderate,Moderate,931,HOXTFM0,0.007808176
LAQD0T1,VIC,564,10000,78.73,,0,0,19,4,No,Moderate,Moderate,932,LAQDCM1,0.007802669
CQXX0T1,NSW,564,10000,347.99,,0,0,22,7,No,Good,Moderate,933,CQXXCM1,0.007794954
PIYO0X1,WA,530,39,34.01,,4,0,21,6,No,Poor,Moderate,934,PIYOFM1,0.007792618
HEFV0X1,VIC,537,165,117.19,,0,0,20,7,No,Good,Moderate,935,HEFVEM1,0.007778752
LKMO0T1,NSW,564,9990,227.86,,0,0,14,5,No,Good,Moderate,936,LKMOCM1,0.007776736
NACBBX1,SA,531,165,119.54,,0,0,25,6,No,Good,Moderate,937,NACBEM1,0.007776577
KEJQ0T1,SA,560,500,18.96,,0,0,18,3,No,Moderate,Moderate,938,KEJQVM1,0.007776347
PCXN0X1,QLD,529,39,15.94,,0,0,13,2,No,Poor,Moderate,939,PCXNFU0,0.007754996
MHGU0T1,SA,565,497,150.8,,0,0,14,4,No,Moderate,Moderate,940,MHGUCM1,0.007752746
MYGA0X1,SA,532,207,79.34,,0,0,24,7,No,Moderate,Moderate,941,MYGAFM1,0.007752625
REWCNF0001,NSW,588,26,22.76,,0,0,116,16,No,Good,Moderate,942,WCNFFM1,0.007746348
RVTD0T1,WA,567,81,59.38,,0,0,33,10,No,Moderate,Moderate,943,RVTDFM0,0.007741145
SBOZ0X1,VIC,558,1000,42.99,,0,0,15,3,No,Good,Moderate,944,SBOZFM1,0.007736717
MKND0X1,VIC,539,123,35.84,,0,0,17,5,No,Good,Moderate,945,MKNDFM0,0.007730563
FAWT0T1,VIC,564,9990,72.77,,0,0,19,5,No,Good,Moderate,946,FAWTCM1,0.007725175
BVDD0T1,WA,567,9990,282.45,,0,0,19,3,No,Good,Moderate,947,BVDDCM1,0.007719793
BMJR0X1,NSW,550,77,16.75,,0,0,20,5,No,Poor,Moderate,948,BMJRFM2,0.007718198
CNRE0X1,WA,529,81,47.04,,0,0,17,6,No,Poor,Moderate,949,CJWDFU0,0.007713604
WXRD0X1,WA,531,123,120.9,,48,13,68,18,Yes,Moderate,Moderate,950,WXRDEM1,0.007705488
EYCE0T1,VIC,564,10000,157.09,,0,0,18,6,No,Good,Moderate,951,EYCECM1,0.00770397
CUXD0T1,WA,598,123,38.9,,0,0,22,7,No,Poor,Moderate,952,CUXDFM0,0.00769753
PHEL0X1,QLD,549,249,176.5,,0,0,27,9,Yes,Moderate,Moderate,953,AOECFU0,0.007693978
LUCL0X1,SA,531,123,89.54,,0,0,14,4,No,Moderate,Moderate,954,LUCLFM1,0.007692898
SZRD0T1,WA,567,9990,335.96,,0,0,18,1,No,Good,Moderate,955,SZRDCM1,0.007686652
GLYQ0T1,NSW,564,10000,142.81,,0,0,21,6,No,Good,Moderate,956,GHGLXU1,0.007680874
MNVDBX1,NSW,537,1000,55.25,,0,0,16,5,No,Poor,Moderate,957,CIPQFU0,0.007679196
BVXX0T1,VIC,564,10000,176.14,,0,0,19,4,No,Good,Moderate,958,BVXXCM1,0.007664804
CLIW0T1,QLD,566,10000,31.38,,0,0,19,4,No,Poor,Moderate,959,CLIWCM1,0.007646906
WDZN0X1,VIC,554,127,61.14,,0,0,13,2,No,Moderate,Moderate,960,WDZNFM1,0.007641376
KOUH0X1,WA,531,207,23.54,,0,0,15,3,No,Poor,Moderate,961,KOUHFM1,0.007636558
WKWD0T1,WA,575,500,40.4,,0,0,21,6,No,Moderate,Moderate,962,WKWDFM0,0.007634559
IAHL0T1,SA,565,123,72.66,,0,0,15,3,No,Moderate,Moderate,963,IAHLFM1,0.007630214
LIXH0X1,NSW,537,39,15.12,,0,0,13,3,No,Poor,Moderate,964,LIXHEU0,0.00762831
YUEY0X1,WA,530,81,31.84,,0,0,14,5,No,Poor,Moderate,965,YUEYFM1,0.007627589
SWOD0T1,NSW,564,10000,176.82,,0,0,17,2,No,Good,Moderate,966,SWODCM1,0.007627095
MSAM0T1,QLD,566,10000,236.93,,0,0,26,7,No,Good,Moderate,967,MSAMCM1,0.007624559
NKWT0X1,VIC,537,39,25.32,,0,0,15,4,No,Poor,Moderate,968,NKWTFM1,0.007597348
ABVQ0X1,QLD,528,39,36.87,,9,2,24,5,No,Poor,Moderate,969,ABVQFM1,0.007596587
QUER0X1,VIC,552,165,165.09,,371,25,371,25,Yes,Good,Moderate,970,QUERAM1,0.007595601
PUPL0X1,TAS,552,123,59.06,,0,0,20,6,Yes,Poor,Moderate,971,PUPLFM2,0.00759193
BLSU0T1,NSW,572,81,26.59,,0,0,98,15,No,Good,Moderate,972,BLSUFM1,0.00758492
QUBX0T1,QLD,566,9997,300.48,,0,0,19,5,No,Good,Moderate,973,QUBXCM1,0.007575696
SSEG0T1,NSW,564,10000,369.88,,0,0,23,6,Yes,Moderate,Moderate,974,SSEGCM1,0.007573351
LYSD0T1,VIC,564,9990,58.91,,0,0,21,7,No,Good,Moderate,975,LYSDCM1,0.007569168
CAAB0T1,QLD,566,10000,381.35,,0,0,19,4,No,Good,Moderate,976,CAABCM1,0.007563669
BFIT0T1,NT,565,10000,240.92,,0,0,30,10,No,Good,Moderate,977,BFITVM1,0.007558963
TGDM0X1,QLD,531,123,118.24,,23,7,71,17,Yes,Good,Moderate,978,TGDMFM1,0.007553145
GGBD0T1,NSW,564,9997,84.36,,0,0,28,8,No,Good,Moderate,979,GGBDCM1,0.007552219
EALD0T1,NSW,564,9990,123.37,,0,0,23,5,No,Moderate,Moderate,980,EALDCM1,0.007546414
NGBD0T1,VIC,564,9997,271.92,,0,0,15,6,No,Good,Moderate,981,NGBDCM1,0.007544509
HOIV0T1,QLD,566,10000,405.51,,0,0,20,6,No,Good,Moderate,982,HOIVCM1,0.007539095
FOGD0X1,VIC,537,207,127.49,,0,0,19,6,No,Good,Moderate,983,FOGDEM1,0.007534707
YONS0T1,NSW,564,10000,362.96,,0,0,30,8,Yes,Moderate,Moderate,984,YONSCM1,0.007523772
WFOD0X1,WA,529,123,40.85,,0,0,13,2,No,Moderate,Moderate,985,WFODFM0,0.007521281
AETDBL1,VIC,537,1000,16,,0,0,17,5,No,Poor,Moderate,986,AETDEBA,0.007521175
CHKWBX1,NSW,535,1000,102.75,,0,0,23,8,No,Moderate,Moderate,987,CHKWEM1,0.007515132
WDFN0X1,VIC,556,39,34.01,,6,2,19,5,No,Moderate,Moderate,988,WDFNFM2,0.007514595
TIZD0T1,VIC,564,10000,98.53,,0,0,19,5,No,Good,Moderate,989,TIZDCM1,0.00751076
MBWG0X1,TAS,538,123,43.65,,0,0,25,6,Yes,Good,Moderate,990,MBWGFM1,0.007508708
TPXV0T1,NSW,564,81,25.28,,0,0,16,5,No,Poor,Moderate,991,TPXVFU0,0.007505334
IOMU,NSW,531,,7.32,,0,0,18,6,No,Poor,Moderate,992,IOMUFU0,0.007496244
YNCD0T1,WA,567,10000,540.69,,0,0,24,7,No,Poor,Moderate,993,YNCDCM1,0.007495574
PMEGBX1,VIC,552,1000,37.26,,0,0,21,5,No,Moderate,Moderate,994,PPMKFU0,0.007493188
HAXB0X1,NSW,553,990,104.76,,0,0,18,4,No,Good,Moderate,995,HAXBEM2,0.007492832
INES0T1,SA,565,123,31.2,,0,0,20,6,No,Good,Moderate,996,INESFM0,0.007487181
WJEJ0X1,VIC,557,81,26.38,,0,0,17,4,No,Moderate,Moderate,997,WJEJFM0,0.007483842
BFHU0T1,NSW,564,497,107.74,,0,0,16,4,No,Good,Moderate,998,BFHUCM1,0.007476355
MUFA0T1,NSW,570,10000,60.14,,0,0,14,4,No,Poor,Moderate,999,MUFACM1,0.007476353
BGUO0T1,QLD,566,500,197.19,,0,0,22,7,No,Good,Moderate,1000,BGUOCM1,0.00747082
DWGD0T1,VIC,564,9990,204.38,,0,0,23,5,No,Good,Moderate,1001,DWGDCM1,0.007463824
TPUK0T1,NT,187,249,7.35,,0,0,5,1,No,Poor,Moderate,1002,TPUKFU0,0.007462518
PPFH0X1,VIC,559,39,30.65,,0,0,17,5,No,Moderate,Moderate,1003,PPFHFU0,0.007460296
HAPM0X1,NSW,556,990,161.52,,0,0,23,5,No,Good,Moderate,1004,HAPMEM1,0.007456949
WMEU0X1,VIC,542,127,34.01,,0,0,14,3,No,Moderate,Moderate,1005,WMEUFM1,0.007455332
DAJG0T1,VIC,564,10000,115.92,,0,0,28,7,No,Good,Moderate,1006,DAJGVM1,0.007454185
BJAF0X1,VIC,538,39,14.38,,0,0,13,3,No,Poor,Moderate,1007,BJAFFU0,0.007448407
NOOM0T1,QLD,566,10000,578.03,,0,0,29,7,Yes,Good,Moderate,1008,NOOMCM1,0.007445953
SQEG0X1,TAS,552,39,4.97,,0,0,13,2,No,Poor,Moderate,1009,SQEGEU0,0.007445654
PAVL0T1,SA,565,123,88.36,,0,0,19,4,No,Moderate,Moderate,1010,PAVLFM1,0.007441261
MQYW0T1,VIC,564,10000,186.44,,0,0,18,5,No,Moderate,Moderate,1011,MQYWCM1,0.007426438
MQDF0T1,VIC,564,497,493.09,,69,19,80,19,No,Good,Moderate,1012,MQDFCM1,0.007414548
HORD0X1,VIC,536,39,32.88,,4,1,20,4,No,Good,Moderate,1013,HORDFM0,0.007413551
TYSR0X1,NSW,491,39,30.39,,1,0,17,6,No,Poor,Moderate,1014,TYSRFM0,0.007403285
POQBCX1,NSW,552,1000,31.78,,0,0,23,5,No,Moderate,Moderate,1015,PPNVFU0,0.007396691
BMEDCX2,VIC,537,249,76.3,,0,0,99,17,No,Good,Moderate,1016,BMEDAM1,0.007361528
BMOG0X1,SA,531,1000,158.73,,0,0,31,11,No,Moderate,Moderate,1017,BMOGEM1,0.007360382
SWXD0T1,VIC,564,10000,96.2,,0,0,18,4,No,Moderate,Moderate,1018,SWXDCM1,0.007355403
MKSD0T2,WA,567,250,28.25,,0,0,15,5,No,Poor,Moderate,1019,MKSDVM1,0.007354419
CUYT0T1,WA,546,250,74.37,,0,0,61,16,No,Moderate,Moderate,1020,CUYTFM1,0.007347498
FETU0X1,,521,39,24.2,,0,0,13,3,No,Poor,Moderate,1021,,0.007347424
CSYD0X1,VIC,536,165,58.68,,0,0,21,4,No,Good,Moderate,1022,CSYDFM1,0.007346093
RIUW0T1,NSW,563,10000,113.4,,0,0,17,5,No,Moderate,Moderate,1023,RIUWCM1,0.007344864
NOND0X1,VIC,556,990,39.48,,0,0,19,6,No,Good,Moderate,1024,BJPKEU0,0.007344456
MJYN0X1,NSW,550,39,6.51,,0,0,12,4,No,Poor,Moderate,1025,MJYNEU0,0.00733806
LVDL0T1,NSW,564,10000,148.4,,0,0,19,6,No,Good,Moderate,1026,LVDLAM1,0.007337736
TIIZ0T1,SA,565,127,61.41,,0,0,21,6,No,Poor,Moderate,1027,TIIZFM1,0.007335749
CHVL0X1,QLD,527,123,33.79,,0,0,21,5,No,Poor,Moderate,1028,CHVLFM0,0.007331567
YAYR0X1,WA,532,39,11.88,,0,0,16,5,No,Poor,Moderate,1029,YAYRFM0,0.007330714
BHOQ0T1,QLD,566,10000,272.55,,0,0,23,4,No,Good,Moderate,1030,BHOQCM1,0.007322991
SUKD0T1,TAS,564,207,198.47,,14,3,30,9,No,Good,Moderate,1031,SUKDAM1,0.007322318
KJAB,QLD,522,,9.02,,0,0,16,4,No,Poor,Moderate,1032,KJABFU0,0.007321832
HIFW0T1,QLD,566,9997,590.07,,0,0,22,5,No,Good,Moderate,1033,HIFWCM1,0.007320994
BQFC0T1,TAS,564,39,12.26,,0,0,12,1,No,Moderate,Moderate,1034,BQFCFU0,0.007319151
KODA0X1,SA,532,123,42.5,,0,0,16,4,No,Moderate,Moderate,1035,KODAFM0,0.007317111
AHEZ0X1,VIC,552,39,38.05,,25,7,39,11,No,Good,Moderate,1036,AHEZFM0,0.007312396
PBVN0X1,NSW,554,165,98.37,,0,0,30,8,Yes,Good,Moderate,1037,PBVNFM1,0.007312055
LIIQ0T1,NSW,564,10000,237.77,,0,0,30,7,No,Good,Moderate,1038,LIIQCM1,0.007303876
CLGD0X1,WA,530,207,42.11,,0,0,18,3,No,Good,Moderate,1039,CLGDFM1,0.007300035
BXDH0T1,SA,549,500,84.73,,0,0,21,4,No,Good,Moderate,1040,BXDHCM1,0.007296911
BX3E0T1,QLD,537,9997,724.14,,0,0,30,10,Yes,Good,Moderate,1041,BVOUCM1,0.007292188
TUHT0T1,WA,567,9990,389.4,,0,0,31,11,No,Good,Moderate,1042,TUHTXM1,0.007283274
BX3A0T2,QLD,541,9997,939.54,,0,0,35,11,No,Moderate,Moderate,1043,AVQECM1,0.007273439
EMMT0T1,QLD,566,10000,80.81,,0,0,25,7,No,Good,Moderate,1044,EMMTCM1,0.007271644
ERPU0T1,NSW,564,10000,105.06,,0,0,18,5,No,Moderate,Moderate,1045,ERPUCM1,0.007265417
RIFY0X1,TAS,537,81,27.04,,0,0,14,4,No,Poor,Moderate,1046,RIFYFU0,0.007261955
GMKK0X1,QLD,527,39,12.4,,0,0,12,3,No,Poor,Moderate,1047,GMKKFM0,0.007257556
TNHS0X3,QLD,528,1000,286.99,,0,0,21,7,No,Good,Moderate,1048,TNHSAM1,0.007249117
DUFP0X1,NSW,536,1000,32.96,,0,0,14,4,No,Good,Moderate,1049,DUFPFM2,0.007248038
AVFY0X1,TAS,531,39,15.02,,0,0,15,5,No,Poor,Moderate,1050,AVFYES0,0.007245632
GIYE0X1,QLD,549,39,31.67,,0,0,20,4,No,Moderate,Moderate,1051,GIYEFM0,0.007244048
KGUD0X1,WA,528,1000,41.18,,0,0,14,3,No,Poor,Moderate,1052,KGUDFM1,0.007221695
AIHM,NSW,565,,7.41,,0,0,14,3,No,Poor,Moderate,1053,AIHMFU0,0.007215678
RELIEU0001,NSW,588,18,15.19,,0,0,193,19,No,Good,Moderate,1054,LIEUFM1,0.007214336
DUWC0X1,ACT,534,990,94.64,,0,0,24,7,No,Good,Moderate,1055,DUWCEM1,0.007211873
TDCV0X1,VIC,557,39,33.02,,0,0,19,4,No,Moderate,Moderate,1056,TDCVFM0,0.007211768
RADW0X1,NSW,553,990,153.12,,0,0,22,7,No,Good,Moderate,1057,RADWEM1,0.007209646
REGSLM0001,QLD,567,15,12.77,,0,0,52,4,No,Good,Moderate,1058,GSLMFM1,0.007199404
MYGD0X1,VIC,552,123,35.62,,0,0,15,3,No,Moderate,Moderate,1059,MYGDFM1,0.007194293
VIUS0T1,NT,565,81,80.82,,178,24,183,24,No,Good,Moderate,1060,VIUSEM1,0.007190267
WDJO,NSW,539,,19.65,,0,0,12,1,No,Moderate,Moderate,1061,WDJOFU0,0.007185025
BRNS0X1,SA,532,1000,16.96,,0,0,17,7,No,Poor,Moderate,1062,SVUMFU1,0.007183283
MCJZ0T1,NSW,564,10000,237.56,,0,0,17,5,No,Good,Moderate,1063,MCJZCM1,0.007181798
PPUX0X1,SA,555,39,36.62,,9,2,24,5,No,Good,Moderate,1064,PPUXEU0,0.007174294
RBECBX2,SA,531,77,77.14,,350,25,348,25,No,Good,Moderate,1065,RBECAM1,0.00716171
BGUX0X1,VIC,552,123,69.33,,0,0,23,6,No,Good,Moderate,1066,BGUXFM1,0.007146889
GDXX0X1,QLD,528,39,25.91,,0,0,21,6,No,Poor,Moderate,1067,GDXXFM0,0.007144458
PMND0X1,VIC,558,123,29.17,,0,0,15,4,No,Moderate,Moderate,1068,PMNDFM2,0.007139763
MMRY0T1,QLD,584,81,19.5,,0,0,45,6,No,Good,Moderate,1069,MMRYFM0,0.007129289
LGWE0X1,NSW,554,387,282.58,,0,0,18,4,No,Good,Moderate,1070,LGWECM1,0.007128816
TIXB0T1,NSW,564,39,21.8,,0,0,19,4,No,Moderate,Moderate,1071,TIXBFM2,0.00711841
TDRT0X1,NSW,548,39,18.88,,0,0,16,6,No,Poor,Moderate,1072,TDRTFU0,0.007106205
LFUH0X1,NSW,556,123,84.99,,0,0,18,7,No,Good,Moderate,1073,LFUHFM1,0.007099978
KNUG0T1,NSW,564,10000,239.55,,0,0,19,5,No,Good,Moderate,1074,KNUGCM1,0.007099018
CDBD0X1,VIC,536,1000,32.24,,0,0,20,3,No,Moderate,Moderate,1075,SFBVEU0,0.007093082
PVIS0X1,SA,532,990,12.64,,0,0,13,5,No,Poor,Moderate,1076,IGFMFU0,0.007092462
MVQJ0T1,QLD,566,123,85.85,,0,0,18,4,No,Good,Moderate,1077,LVILFU0,0.007090413
MVJZ0T1,WA,567,81,21.36,,0,0,26,7,No,Poor,Moderate,1078,MVJZFM0,0.007087965
BSEK0X1,SA,531,123,65.46,,0,0,22,5,No,Good,Moderate,1079,BSEKFM1,0.007073699
PIZI0T1,SA,565,123,5.22,,0,0,13,4,No,Moderate,Moderate,1080,PIZIFM1,0.007064647
CJDN,QLD,502,,8.58,,0,0,18,6,No,Moderate,Moderate,1081,CJDNFU0,0.007063297
CBGD0X1,NSW,552,123,112.58,,2,0,16,4,No,Moderate,Moderate,1082,CBGDEM1,0.007054751
HOQX0X1,VIC,552,39,39.66,,341,24,331,24,No,Good,Moderate,1083,HOQXFM1,0.00705316
DAHS0X1,QLD,548,81,71,,3,1,29,8,Yes,Moderate,Moderate,1084,DAHSFM1,0.007053036
BOHG0T1,NSW,564,497,310.98,,0,0,25,8,Yes,Good,Moderate,1085,BOHGCM1,0.007052686
CNVD0X1,WA,529,1000,454.54,,0,0,19,6,No,Good,Moderate,1086,CNVDCM1,0.00705135
QUMF0X1,NSW,535,123,122.11,,32,9,34,9,No,Moderate,Moderate,1087,QUMFEM1,0.007049744
FEVC0X1,WA,527,127,55.89,,0,0,14,3,No,Moderate,Moderate,1088,FEVCFM1,0.007046944
DACD0T1,VIC,564,123,26.03,,0,0,24,6,No,Good,Moderate,1089,DACDFM1,0.007046498
MQFD0X1,VIC,554,77,70.24,,2,0,45,8,Yes,Good,Moderate,1090,MQFDFM1,0.007045681
NNLP0X1,WA,531,39,38.78,,55,12,55,12,No,Moderate,Moderate,1091,NNLPFM1,0.007045298
MGLS0X1,NSW,536,123,98.52,,2,0,17,4,No,Good,Moderate,1092,MGLSEM1,0.007023684
BPGH0T1,QLD,226,9990,222.09,,0,0,8,2,No,Good,Moderate,1093,BPGHCM1,0.007020175
SOFKCX1,VIC,555,1000,19.22,,0,0,15,4,No,Poor,Moderate,1094,FRPWFU0,0.007016023
PDPT0T1,QLD,566,10000,437.97,,0,0,23,6,No,Good,Moderate,1095,PDPTCM1,0.007003008
WJ1M0T1,SA,565,10000,1513.27,,0,0,29,9,No,Good,Moderate,1096,FUCMCM1,0.006996389
TYZD0X1,VIC,543,165,81.11,,0,0,261,25,No,Good,Moderate,1097,TYZDEM1,0.006993746
TCIW0X1,WA,532,39,34.81,,4,2,13,4,No,Poor,Moderate,1098,TCIWEU0,0.006989136
WOWK0X1,NSW,536,990,28.11,,0,0,17,5,No,Moderate,Moderate,1099,HZKCFU0,0.006988161
CIBRBX1,NSW,531,1000,129.41,,0,0,20,3,No,Good,Moderate,1100,CIBREM1,0.006972948
DOUI0X1,NSW,535,123,59.5,,0,0,26,6,No,Poor,Moderate,1101,DOUIFM0,0.006964751
GNUE0X1,SA,532,39,13.05,,0,0,14,5,No,Poor,Moderate,1102,GNUEFM0,0.006957365
MWGW0X1,NSW,553,81,35.82,,0,0,13,2,No,Moderate,Moderate,1103,MWGWFU0,0.006956033
CBZH0T1,QLD,566,9997,430.74,,0,0,22,5,No,Good,Moderate,1104,CBZHCM2,0.006941124
KOUC0T1,WA,567,123,66.67,,0,0,28,6,No,Poor,Moderate,1105,KOUCFM1,0.006940577
FWDC0X1,VIC,557,81,33.74,,0,0,19,5,No,Moderate,Moderate,1106,FWDCFM0,0.006932484
GLSN0X1,QLD,527,249,201.34,,0,0,33,9,Yes,Moderate,Moderate,1107,GLSNEM1,0.006930138
MHLW0X1,NSW,553,990,166.29,,0,0,25,6,No,Good,Moderate,1108,MHLWAM1,0.006927022
HOBD0T1,VIC,564,1000,592.73,,0,0,24,7,No,Good,Moderate,1109,HOBDCM1,0.006926564
SIYN0T1,QLD,566,9990,212.53,,0,0,15,2,No,Good,Moderate,1110,SIYNCM1,0.006919722
DTNH0X1,QLD,528,1000,86.79,,0,0,17,4,No,Good,Moderate,1111,DTNHAM3,0.006914931
FLID0T1,VIC,570,10000,205.03,,0,0,22,7,No,Good,Moderate,1112,FLIDCM1,0.006909764
PEQQ0X1,TAS,555,249,133.31,,0,0,30,10,Yes,Moderate,Moderate,1113,PEQQFM1,0.006902848
GUTD0X1,NSW,546,39,23.76,,0,0,13,4,No,Moderate,Moderate,1114,GUTDFU0,0.006902695
EHKH0X1,NSW,549,77,63.21,,0,0,27,6,No,Moderate,Moderate,1115,EHKHFM1,0.006900757
CWFO0X1,VIC,555,39,38.98,,146,21,146,21,No,Good,Moderate,1116,CWFOFM1,0.006898236
HDZN0T1,QLD,566,10000,196.28,,0,0,28,9,No,Moderate,Moderate,1117,HDZNCM1,0.006894756
AT9H0T1,WA,567,10000,39.13,,0,0,25,5,No,Moderate,Moderate,1118,RZYYXU1,0.006882448
MFWG0X1,QLD,528,123,100.71,,1,0,18,6,No,Moderate,Moderate,1119,MFWGEM1,0.006877612
MGXV0T1,QLD,566,250,45.66,,0,0,17,4,No,Good,Moderate,1120,MGXVVM1,0.006873512
KRED0T1,VIC,564,81,27.77,,0,0,17,3,No,Moderate,Moderate,1121,KREDFM0,0.006872205
CBQQBX1,NSW,550,1000,33.92,,0,0,19,5,No,Moderate,Moderate,1122,CJFGFU0,0.006866206
JNTH0X1,SA,530,123,66.31,,0,0,23,4,No,Poor,Moderate,1123,JNTHFM2,0.006863978
FNLB0X1,NSW,552,123,119.67,,32,8,58,17,Yes,Moderate,Moderate,1124,FNLBFM1,0.006853673
BIWD0X1,VIC,552,1000,27.28,,0,0,22,7,No,Moderate,Moderate,1125,BIWDFM0,0.006853064
CY6N0T1,WA,567,9990,37.59,,0,0,16,2,No,Poor,Moderate,1126,WXGVXU1,0.006847856
RORV0X1,VIC,553,123,82.47,,0,0,15,3,No,Moderate,Moderate,1127,RORVEM1,0.006843599
MHRG0T1,TAS,564,10000,437.01,,0,0,24,10,No,Good,Moderate,1128,MHRGCM1,0.006841688
GOOC0T1,NSW,564,9997,605.19,,0,0,26,9,No,Good,Moderate,1129,GOOCCM1,0.006838942
TORS0T1,SA,565,10000,233.81,,0,0,32,10,No,Good,Moderate,1130,TORSCM1,0.006838678
SVOM0X1,NSW,553,990,20.06,,0,0,16,3,No,Poor,Moderate,1131,SVOMEBA,0.006827819
URCC0X1,VIC,542,39,39.22,,56,15,52,15,No,Good,Moderate,1132,URCCFM1,0.006826304
NEKZ0T1,WA,567,10000,104.04,,0,0,18,5,No,Moderate,Moderate,1133,NEKZCM1,0.006820071
WSID0T1,QLD,566,9990,143.69,,0,0,20,5,No,Poor,Moderate,1134,WSIDCM1,0.006787943
ARDC0T1,NSW,564,10000,149.44,,0,0,20,5,No,Good,Moderate,1135,ARDCVM1,0.006776098
PKED0X1,NSW,556,1000,35.96,,0,0,18,5,No,Poor,Moderate,1136,PKMEFU3,0.006770334
MTTO0X1,SA,532,81,70.11,,0,0,35,7,No,Moderate,Moderate,1137,MTTOFM1,0.006767907
MHJR0X1,VIC,537,81,57.58,,1,0,20,4,No,Poor,Moderate,1138,MHJRFM1,0.006761166
SIQW0X1,NSW,538,990,30.56,,0,0,14,4,No,Poor,Moderate,1139,SIQWFU0,0.006757203
BJTK0T1,VIC,564,123,65.53,,0,0,23,6,No,Moderate,Moderate,1140,BJTKFM0,0.006753172
PMIL0X1,QLD,533,123,123.14,,358,24,357,24,No,Good,Moderate,1141,PMILEM1,0.006750333
CTOH0X1,TAS,539,81,59.09,,0,0,48,13,Yes,Moderate,Moderate,1142,CTOHFM0,0.006740798
RIED0T1,NSW,564,9990,96.05,,0,0,18,6,No,Good,Moderate,1143,RIEDCM1,0.006733561
ATJU0T1,VIC,540,1000,57.25,,0,0,15,5,No,Poor,Moderate,1144,ATJUFM1,0.006733024
YAZU0X1,NT,530,81,75.39,,4,1,40,8,No,Poor,Moderate,1145,YAZUFM0,0.006732014
DBDW0X1,VIC,536,39,38.47,,34,7,46,7,No,Good,Moderate,1146,DBDWFM1,0.006728078
FUSM,VIC,533,,6.01,,0,0,18,4,No,Poor,Moderate,1147,FUSMFU0,0.006726652
BGID0T1,WA,588,123,77.74,,0,0,19,4,No,Moderate,Moderate,1148,BGIDFM1,0.006722422
NCJD0X1,WA,532,39,28.03,,0,0,19,3,No,Poor,Moderate,1149,NCJDFM0,0.006722396
BMKD0X1,WA,552,207,85.21,,0,0,17,4,No,Moderate,Moderate,1150,BMKDEM1,0.006717188
ULCC0X1,VIC,557,257,54.1,,0,0,14,2,No,Good,Moderate,1151,ULCCFM0,0.006708775
MVLN0X1,SA,532,123,116.48,,11,2,25,7,No,Good,Moderate,1152,MVLNEM1,0.006702229
AGTD0X1,NSW,549,77,77.11,,291,23,289,23,No,Good,Moderate,1153,AGTDEM1,0.006690401
KGFS0X1,NSW,551,81,35.05,,0,0,18,5,No,Good,Moderate,1154,KGFSEM1,0.00668856
